-3.6519539202501894e-01 -1.3001881181176586e+03 3.6519678874981698e-01 -1.3168622648888484e+03 -3.7403114575710157e+02 8.7024537583858489e+01 -8.8114985839381532e+01 -2.4449729603896870e+01 5.5301730000000003e-06 1.0230946000000001e-06
-3.6518158700443620e-01 -9.4687947670189544e+02 3.6520878706992560e-01 -9.6320056751387085e+02 -3.7397418540350907e+02 6.3925932361007639e+01 -6.4999943028084630e+01 -2.4447154481894014e+01 3.5894988000000002e-05 1.9923924999999999e-05
-3.6513827551653272e-01 -7.8301577574050646e+02 3.6524643026597386e-01 -7.9843511071848980e+02 -3.7379552448371084e+02 5.3205644840170386e+01 -5.4237394119771970e+01 -2.4439076956773661e+01 8.5619985000000003e-05 7.9222864999999994e-05
-3.6505253282775979e-01 -6.7560347660617265e+02 3.6532095157658739e-01 -6.8949390171294419e+02 -3.7344203465690316e+02 4.6169555871831726e+01 -4.7129227801958898e+01 -2.4423093189466826e+01 1.5173507999999999e-04 1.9661552000000001e-04
-3.6491304713378148e-01 -5.9595748875335812e+02 3.6544218239959825e-01 -6.0766137968799399e+02 -3.7286754930303943e+02 4.0942447165782269e+01 -4.1798460739429700e+01 -2.4397111072703446e+01 2.3255418000000001e-04 3.8758918999999998e-04
-3.6470953062197659e-01 -5.3297484544374288e+02 3.6561906415369577e-01 -5.4183069137234145e+02 -3.7203061154290788e+02 3.6798651220291319e+01 -3.7518898772107001e+01 -2.4359246683746402e+01 3.2689763000000001e-04 6.6622920000000002e-04
-3.6443245149051168e-01 -4.8117132996532723e+02 3.6585988118796336e-01 -4.8653106021498661e+02 -3.7089356499910627e+02 3.3379929695451374e+01 -3.3932588602206565e+01 -2.4307781275909463e+01 4.3385032000000002e-04 1.0455858000000000e-03
-3.6407288397324261e-01 -4.3742680585290486e+02 3.6617239112932881e-01 -4.3866806060124344e+02 -3.6942214435003700e+02 3.0482667320609686e+01 -3.0836778210474566e+01 -2.4241140730206823e+01 5.5265518999999999e-04 1.5378795000000000e-03
-3.6362241563102249e-01 -3.9979134780244942e+02 3.6656390545821876e-01 -3.9632659380775931e+02 -3.6758530960597523e+02 2.7979796466347914e+01 -2.8105696043610497e+01 -2.4157886018726643e+01 6.8265765000000004e-04 2.1546280000000000e-03
-3.6307308474977951e-01 -3.6696106645062707e+02 3.6704134391759724e-01 -3.5824455272850759e+02 -3.6535520765216967e+02 2.5786508728033926e+01 -2.5656163970183382e+01 -2.4056709380747606e+01 8.2327310000000005e-04 2.9067318999999999e-03
-3.6241733768560785e-01 -3.3801822547887377e+02 3.6761127158551143e-01 -3.2355136097274885e+02 -3.6270721439287064e+02 2.3843253463928654e+01 -2.3430520992268622e+01 -2.3936434224750077e+01 9.7396649000000004e-04 3.8045331000000002e-03
-3.6164799767701761e-01 -3.1229025280648318e+02 3.6827992598121628e-01 -2.9162579473824343e+02 -3.5962001823750961e+02 2.2106503955980994e+01 -2.1387340576346926e+01 -2.3796016997310332e+01 1.1342389000000000e-03 4.8578574999999999e-03
-3.6075824205669538e-01 -2.8926790489100648e+02 3.6905323687105518e-01 -2.6201314946510053e+02 -3.5607572727020499e+02 2.0543404566059962e+01 -1.9496027732547631e+01 -2.3634550304610563e+01 1.3036180000000001e-03 6.0760461999999999e-03
-3.5974158574463894e-01 -2.6855508770518128e+02 3.6993684061502696e-01 -2.3437426286669006e+02 -3.5205998814291473e+02 1.9128481763907246e+01 -1.7733497334580214e+01 -2.3451266739080374e+01 1.4816515000000000e-03 7.4679780999999997e-03
-3.5859186788197861e-01 -2.4983668386834719e+02 3.7093609178369680e-01 -2.0845262653756808e+02 -3.4756209745728506e+02 1.7841536950412269e+01 -1.6082035007348630e+01 -2.3245542708784587e+01 1.6679024999999999e-03 9.0420881999999994e-03
-3.5730324277411274e-01 -2.3285719492415350e+02 3.7205607102976390e-01 -1.8405240540676635e+02 -3.4257510863241208e+02 1.6666246465947719e+01 -1.4527870332559253e+01 -2.3016902304741976e+01 1.8619452999999999e-03 1.0806380000000001e-02
-3.5587017149119693e-01 -2.1740603792396954e+02 3.7330159238830596e-01 -1.6102316744252661e+02 -3.3709591426953187e+02 1.5589199476626582e+01 -1.3060190099929157e+01 -2.2765020482396544e+01 2.0633631000000000e-03 1.2768437000000001e-02
-3.5428741799706442e-01 -2.0330724303796256e+02 3.7467720664123971e-01 -1.3924904969415468e+02 -3.3112531617955091e+02 1.4599222519970539e+01 -1.1670441082941950e+01 -2.2489726019533506e+01 2.2717459999999998e-03 1.4935428000000001e-02
-3.5255004264873535e-01 -1.9041196679837847e+02 3.7618720696707519e-01 -1.1864076475926967e+02 -3.2466805160611676e+02 1.3686887763523718e+01 -1.0351818377261093e+01 -2.2191003019469321e+01 2.4866887000000002e-03 1.7314116000000001e-02
-3.5065340234249476e-01 -1.7859300847660381e+02 3.7783562881395488e-01 -9.9129672240281380e+01 -3.1773280903889253e+02 1.2844158568053130e+01 -9.0988896516525504e+00 -2.1868992312615141e+01 2.7077901999999999e-03 1.9910858000000000e-02
-3.4859314247957784e-01 -1.6774065556579933e+02 3.7962625688249640e-01 -8.0663137676853353e+01 -3.1033217583943275e+02 1.2064113866353223e+01 -7.9073032989955774e+00 -2.1523990298968833e+01 2.9346520999999999e-03 2.2731616000000000e-02
-3.4636520134852350e-01 -1.5775956472086980e+02 3.8156262131696927e-01 -6.3201049854845131e+01 -3.0248259251234265e+02 1.1340747192967230e+01 -6.7735697997836457e+00 -2.1156448542633544e+01 3.1668782999999998e-03 2.5781951000000001e-02
-3.4396580574282060e-01 -1.4856629676327827e+02 3.8364800151411782e-01 -4.6712877266700737e+01 -2.9420423167599512e+02 1.0668805768317361e+01 -5.6948846539220401e+00 -2.0766970535517984e+01 3.4040742000000001e-03 2.9067029000000001e-02
-3.4139146803933895e-01 -1.4008738945118341e+02 3.8588542866237696e-01 -3.1175419023147636e+01 -2.8552084442452326e+02 1.0043665534331694e+01 -4.6689875785785881e+00 -2.0356307414346780e+01 3.6458464000000000e-03 3.2591624999999999e-02
-3.3863899058068303e-01 -1.3225784351609161e+02 3.8827768193304901e-01 -1.6570919860280501e+01 -2.7645960250166155e+02 9.4612334937944365e+00 -3.6940511625036012e+00 -1.9925353417336957e+01 3.8918026000000000e-03 3.6360116999999997e-02
-3.3570545983205358e-01 -1.2501986977289145e+02 3.9082729355873425e-01 -2.8854830896631349e+00 -2.6705082433463440e+02 8.9178668963544059e+00 -2.7685860537366791e+00 -1.9475138356632094e+01 4.1415510999999999e-03 4.0376493999999999e-02
-3.3258824857242453e-01 -1.1832189133064632e+02 3.9353654692891976e-01 9.8922170484384964e+00 -2.5732777148137785e+02 8.4103092486571889e+00 -1.8913649009664919e+00 -1.9006820183068449e+01 4.3947007000000003e-03 4.4644352999999998e-02
-3.2928501589454312e-01 -1.1211771419151870e+02 3.9640747658997905e-01 2.1772027191215457e+01 -2.4732631082047286e+02 7.9356376085522120e+00 -1.0613585411087900e+00 -1.8521675755750749e+01 4.6508610999999997e-03 4.9166899000000000e-02
-3.2579370428336063e-01 -1.0636583267318164e+02 3.9944187078438781e-01 3.2763238321033555e+01 -2.3708460200655776e+02 7.4912183043790694e+00 -2.7768110420787340e-01 -1.8021090362840027e+01 4.9096423000000002e-03 5.3946949000000001e-02
-3.2211254326799377e-01 -1.0102885841451264e+02 4.0264126827670438e-01 4.2875340899930656e+01 -2.2664275171983050e+02 7.0746709720982777e+00 4.6045400491984539e-01 -1.7506546695124051e+01 5.1706551000000002e-03 5.8986927000000001e-02
-3.1824004284819429e-01 -9.6073021595434767e+01 4.0600696406680464e-01 5.2118672983308841e+01 -2.1604241817139336e+02 6.6838371606349236e+00 1.1537735306225572e+00 -1.6979611908992609e+01 5.4335110000000002e-03 6.4288872999999996e-02
-3.1417500006787935e-01 -9.1467764781772161e+01 4.0954000367664717e-01 6.0504923253996722e+01 -2.0532643900107999e+02 6.3167550013572384e+00 1.8029751588892116e+00 -1.6441925443411666e+01 5.6978226000000002e-03 6.9854434000000007e-02
-3.0991649171120883e-01 -8.7185376957153764e+01 4.1324118949831190e-01 6.8047557712198241e+01 -1.9453840559676388e+02 5.9716364019984978e+00 2.4087552308832105e+00 -1.5895184425891365e+01 5.9632034000000004e-03 7.5684873999999999e-02
-3.0546387795454671e-01 -8.3200690069780663e+01 4.1711107761998084e-01 7.4762132549431357e+01 -1.8372225556334664e+02 5.6468483306723609e+00 2.9718300717285735e+00 -1.5341130103461877e+01 6.2292681999999997e-03 8.1781068999999998e-02
-3.0081679944489198e-01 -7.9490810094230852e+01 4.2114998036515350e-01 8.0666528361178365e+01 -1.7292185407893385e+02 5.3408961786477231e+00 3.4929542131743734e+00 -1.4781533116734849e+01 6.4956331999999999e-03 8.8143510999999994e-02
-2.9597517729987849e-01 -7.6034881630999109e+01 4.2535796629264677e-01 8.5781100368187637e+01 -1.6218058772106360e+02 5.0524095089400793e+00 3.9729344263692168e+00 -1.4218178699928085e+01 6.7619166000000000e-03 9.4772308000000000e-02
-2.9093920872542151e-01 -7.2813884446215368e+01 4.2973486400541827e-01 9.0128760704389038e+01 -1.5154094496332797e+02 4.7801293107804135e+00 4.4126407645668015e+00 -1.3652852304812750e+01 7.0277381999999996e-03 1.0166719000000000e-01
-2.8570936628532523e-01 -6.9810451952124666e+01 4.3428026278537013e-01 9.3734988442368305e+01 -1.4104413721038972e+02 4.5228971837490564e+00 4.8130142127994020e+00 -1.3087324820005819e+01 7.2927204000000001e-03 1.0882751000000000e-01
-2.8028640812677480e-01 -6.7008718280946894e+01 4.3899350370609491e-01 9.6627769498332555e+01 -1.3072974923893847e+02 4.2796461268215857e+00 5.1750708329433124e+00 -1.2523340158264359e+01 7.5564877000000004e-03 1.1625223000000000e-01
-2.7467135679896026e-01 -6.4394165991282264e+01 4.4387369804218763e-01 9.8837507425440265e+01 -1.2063536128264087e+02 4.0493910137504692e+00 5.4999059537403889e+00 -1.1962599643670048e+01 7.8186677999999999e-03 1.2393994999999999e-01
-2.6886549779229185e-01 -6.1953502214077268e+01 4.4891972853885342e-01 1.0039686038785642e+02 -1.1079623614682255e+02 3.8312211656318707e+00 5.7886931759384801e+00 -1.1406749559482144e+01 8.0788911000000008e-03 1.3188891000000000e-01
-2.6287040145016860e-01 -5.9674557009820511e+01 4.5413023036779177e-01 1.0134053604425131e+02 -1.0124508444674019e+02 3.6242944597986178e+00 6.0426829454235769e+00 -1.0857371677506674e+01 8.3367917000000003e-03 1.4009695999999999e-01
-2.5668789375328682e-01 -5.7546171056016760e+01 4.5950361651935090e-01 1.0170506603813618e+02 -9.2011771224531529e+01 3.4278301914128351e+00 6.2631988761108577e+00 -1.0315969795480386e+01 8.5920070000000005e-03 1.4856159999999999e-01
