5.00000	2.00000	0.00000	5.91660	13.78330
5.00000	2.00000	0.05000	4.65510	28.41570
5.00000	2.00000	0.10000	3.67660	35.10720
5.00000	2.00000	0.15000	2.91530	36.96110
5.00000	2.00000	0.20000	2.31880	35.99430
5.00000	2.00000	0.25000	1.85140	33.46320
5.00000	2.00000	0.30000	1.48270	30.26850
5.00000	2.00000	0.35000	1.19110	26.68650
5.00000	2.00000	0.40000	0.95980	23.29170
5.00000	2.00000	0.45000	0.77560	20.07000
5.00000	2.00000	0.50000	0.62830	17.09430
5.00000	2.00000	0.55000	0.51060	14.54040
5.00000	2.00000	0.60000	0.41570	12.26620
5.00000	2.00000	0.65000	0.33890	10.36290
5.00000	2.00000	0.70000	0.27700	8.66860
5.00000	2.00000	0.75000	0.22730	7.28580
5.00000	3.00000	0.00000	2.43250	7.39890
5.00000	3.00000	0.05000	1.94230	14.43620
5.00000	3.00000	0.10000	1.55750	17.75620
5.00000	3.00000	0.15000	1.25360	18.80680
5.00000	3.00000	0.20000	1.01220	18.37920
5.00000	3.00000	0.25000	0.82050	17.20990
5.00000	3.00000	0.30000	0.66650	15.66200
5.00000	3.00000	0.35000	0.54290	13.94420
5.00000	3.00000	0.40000	0.44350	12.24590
5.00000	3.00000	0.45000	0.36330	10.63160
5.00000	3.00000	0.50000	0.29810	9.14160
5.00000	3.00000	0.55000	0.24550	7.81580
5.00000	3.00000	0.60000	0.20210	6.62390
5.00000	3.00000	0.65000	0.16700	5.58780
5.00000	3.00000	0.70000	0.13800	4.72550
5.00000	3.00000	0.75000	0.11440	3.98110
5.00000	4.00000	0.00000	1.21860	4.88250
5.00000	4.00000	0.05000	0.98760	8.96870
5.00000	4.00000	0.10000	0.80300	10.93170
5.00000	4.00000	0.15000	0.65540	11.54380
5.00000	4.00000	0.20000	0.53650	11.35720
5.00000	4.00000	0.25000	0.44050	10.69480
5.00000	4.00000	0.30000	0.36260	9.82120
5.00000	4.00000	0.35000	0.29940	8.78100
5.00000	4.00000	0.40000	0.24760	7.74570
5.00000	4.00000	0.45000	0.20520	6.77590
5.00000	4.00000	0.50000	0.17050	5.84820
5.00000	4.00000	0.55000	0.14190	5.01350
5.00000	4.00000	0.60000	0.11820	4.27830
5.00000	4.00000	0.65000	0.09870	3.65980
5.00000	4.00000	0.70000	0.08240	3.10300
5.00000	4.00000	0.75000	0.06900	2.62090
5.00000	5.00000	0.00000	0.68230	3.58740
5.00000	5.00000	0.05000	0.56070	6.21750
5.00000	5.00000	0.10000	0.46240	7.50250
5.00000	5.00000	0.15000	0.38260	7.91610
5.00000	5.00000	0.20000	0.31740	7.80490
5.00000	5.00000	0.25000	0.26410	7.38340
5.00000	5.00000	0.30000	0.22020	6.76750
5.00000	5.00000	0.35000	0.18390	6.10500
5.00000	5.00000	0.40000	0.15390	5.40490
5.00000	5.00000	0.45000	0.12910	4.76590
5.00000	5.00000	0.50000	0.10840	4.13300
5.00000	5.00000	0.55000	0.09110	3.57850
5.00000	5.00000	0.60000	0.07670	3.06810
5.00000	5.00000	0.65000	0.06460	2.62020
5.00000	5.00000	0.70000	0.05450	2.23740
5.00000	5.00000	0.75000	0.04600	1.89960
5.00000	6.00000	0.00000	0.41010	2.81710
5.00000	6.00000	0.05000	0.34210	4.62610
5.00000	6.00000	0.10000	0.28620	5.51620
5.00000	6.00000	0.15000	0.24020	5.80910
5.00000	6.00000	0.20000	0.20190	5.72100
5.00000	6.00000	0.25000	0.17030	5.42730
5.00000	6.00000	0.30000	0.14370	5.00160
5.00000	6.00000	0.35000	0.12140	4.52440
5.00000	6.00000	0.40000	0.10280	4.03410
5.00000	6.00000	0.45000	0.08720	3.55560
5.00000	6.00000	0.50000	0.07390	3.10910
5.00000	6.00000	0.55000	0.06270	2.70010
5.00000	6.00000	0.60000	0.05330	2.33250
5.00000	6.00000	0.65000	0.04530	2.00330
5.00000	6.00000	0.70000	0.03850	1.71460
5.00000	6.00000	0.75000	0.03280	1.46310
5.00000	7.00000	0.00000	0.25850	2.29290
5.00000	7.00000	0.05000	0.21920	3.59450
5.00000	7.00000	0.10000	0.18630	4.22800
5.00000	7.00000	0.15000	0.15870	4.44120
5.00000	7.00000	0.20000	0.13530	4.37770
5.00000	7.00000	0.25000	0.11550	4.15860
5.00000	7.00000	0.30000	0.09870	3.84220
5.00000	7.00000	0.35000	0.08430	3.48940
5.00000	7.00000	0.40000	0.07210	3.12170
5.00000	7.00000	0.45000	0.06180	2.76350
5.00000	7.00000	0.50000	0.05290	2.42590
5.00000	7.00000	0.55000	0.04530	2.11630
5.00000	7.00000	0.60000	0.03880	1.83380
5.00000	7.00000	0.65000	0.03330	1.58630
5.00000	7.00000	0.70000	0.02850	1.36300
5.00000	7.00000	0.75000	0.02450	1.16900
5.00000	8.00000	0.00000	0.16890	1.91910
5.00000	8.00000	0.05000	0.14580	2.88660
5.00000	8.00000	0.10000	0.12600	3.35370
5.00000	8.00000	0.15000	0.10910	3.50720
5.00000	8.00000	0.20000	0.09430	3.46120
5.00000	8.00000	0.25000	0.08150	3.29110
5.00000	8.00000	0.30000	0.07050	3.04700
5.00000	8.00000	0.35000	0.06090	2.77010
5.00000	8.00000	0.40000	0.05270	2.49020
5.00000	8.00000	0.45000	0.04560	2.21160
5.00000	8.00000	0.50000	0.03940	1.95070
5.00000	8.00000	0.55000	0.03400	1.70510
5.00000	8.00000	0.60000	0.02930	1.48630
5.00000	8.00000	0.65000	0.02530	1.28970
5.00000	8.00000	0.70000	0.02180	1.11350
5.00000	8.00000	0.75000	0.01890	0.95940
5.00000	9.00000	0.00000	0.11340	1.62660
5.00000	9.00000	0.05000	0.09990	2.36700
5.00000	9.00000	0.10000	0.08790	2.72130
5.00000	9.00000	0.15000	0.07730	2.83830
5.00000	9.00000	0.20000	0.06780	2.79750
5.00000	9.00000	0.25000	0.05940	2.66040
5.00000	9.00000	0.30000	0.05200	2.46780
5.00000	9.00000	0.35000	0.04550	2.25260
5.00000	9.00000	0.40000	0.03980	2.02610
5.00000	9.00000	0.45000	0.03470	1.80360
5.00000	9.00000	0.50000	0.03020	1.59750
5.00000	9.00000	0.55000	0.02630	1.40350
5.00000	9.00000	0.60000	0.02280	1.22610
5.00000	9.00000	0.65000	0.01990	1.06850
5.00000	9.00000	0.70000	0.01730	0.92740
5.00000	9.00000	0.75000	0.01500	0.80120
5.00000	10.00000	0.00000	0.07760	1.40000
5.00000	10.00000	0.05000	0.07000	1.97330
5.00000	10.00000	0.10000	0.06290	2.25550
5.00000	10.00000	0.15000	0.05630	2.33890
5.00000	10.00000	0.20000	0.05010	2.30480
5.00000	10.00000	0.25000	0.04450	2.19230
5.00000	10.00000	0.30000	0.03950	2.03350
5.00000	10.00000	0.35000	0.03490	1.86180
5.00000	10.00000	0.40000	0.03070	1.67960
5.00000	10.00000	0.45000	0.02700	1.50040
5.00000	10.00000	0.50000	0.02370	1.33120
5.00000	10.00000	0.55000	0.02080	1.17290
5.00000	10.00000	0.60000	0.01820	1.02960
5.00000	10.00000	0.65000	0.01590	0.89790
5.00000	10.00000	0.70000	0.01390	0.78350
5.00000	10.00000	0.75000	0.01210	0.68000
5.00000	11.00000	0.00000	0.05410	1.21590
5.00000	11.00000	0.05000	0.05010	1.66430
5.00000	11.00000	0.10000	0.04600	1.88720
5.00000	11.00000	0.15000	0.04190	1.95400
5.00000	11.00000	0.20000	0.03790	1.92220
5.00000	11.00000	0.25000	0.03420	1.83000
5.00000	11.00000	0.30000	0.03060	1.70330
5.00000	11.00000	0.35000	0.02740	1.55860
5.00000	11.00000	0.40000	0.02430	1.40940
5.00000	11.00000	0.45000	0.02160	1.26130
5.00000	11.00000	0.50000	0.01910	1.12260
5.00000	11.00000	0.55000	0.01680	0.99330
5.00000	11.00000	0.60000	0.01480	0.87310
5.00000	11.00000	0.65000	0.01300	0.76580
5.00000	11.00000	0.70000	0.01140	0.66840
5.00000	11.00000	0.75000	0.01000	0.58200
5.00000	12.00000	0.00000	0.03820	1.06110
5.00000	12.00000	0.05000	0.03650	1.42850
5.00000	12.00000	0.10000	0.03430	1.60300
5.00000	12.00000	0.15000	0.03190	1.65210
5.00000	12.00000	0.20000	0.02940	1.62390
5.00000	12.00000	0.25000	0.02680	1.54540
5.00000	12.00000	0.30000	0.02430	1.44030
5.00000	12.00000	0.35000	0.02190	1.31970
5.00000	12.00000	0.40000	0.01960	1.19570
5.00000	12.00000	0.45000	0.01750	1.07420
5.00000	12.00000	0.50000	0.01560	0.95770
5.00000	12.00000	0.55000	0.01380	0.84810
5.00000	12.00000	0.60000	0.01230	0.74750
5.00000	12.00000	0.65000	0.01080	0.65760
5.00000	12.00000	0.70000	0.00950	0.57640
5.00000	12.00000	0.75000	0.00840	0.50280
5.00000	13.00000	0.00000	0.02740	0.92900
5.00000	13.00000	0.05000	0.02710	1.22620
5.00000	13.00000	0.10000	0.02610	1.36810
5.00000	13.00000	0.15000	0.02480	1.41150
5.00000	13.00000	0.20000	0.02320	1.38360
5.00000	13.00000	0.25000	0.02140	1.31540
5.00000	13.00000	0.30000	0.01960	1.22720
