#NUM_BINS_W 11
#BINS_W 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15.

#NUM_BINS_TPRIME 16
#BINS_TPRIME 0. 0.05 0.10 0.15 0.20 0.25 0.30 0.35 0.40 0.45 0.50 0.55 0.60 0.65 0.70 0.75

#NUM_BINS_QSQ 9
#BINS_QSQ 2. 3. 4. 5. 6. 7. 8. 9. 10.

#BEGIN_DATA
5.00000	2.00000	0.00000	6.44720	3.11340
5.00000	2.00000	0.05000	5.88640	2.51170
5.00000	2.00000	0.10000	5.37510	2.03600
5.00000	2.00000	0.15000	4.90970	1.65930
5.00000	2.00000	0.20000	4.49260	1.36860
5.00000	2.00000	0.25000	4.11410	1.13380
5.00000	2.00000	0.30000	3.76520	0.94530
5.00000	2.00000	0.35000	3.44890	0.79190
5.00000	2.00000	0.40000	3.16190	0.66800
5.00000	2.00000	0.45000	2.90090	0.56420
5.00000	2.00000	0.50000	2.66280	0.47920
5.00000	2.00000	0.55000	2.44500	0.40850
5.00000	2.00000	0.60000	2.24730	0.34930
5.00000	2.00000	0.65000	2.06600	0.29930
5.00000	2.00000	0.70000	1.90070	0.25680
5.00000	2.00000	0.75000	1.75010	0.22000
5.00000	3.00000	0.00000	2.87090	1.13040
5.00000	3.00000	0.05000	2.63650	0.84680
5.00000	3.00000	0.10000	2.42380	0.64650
5.00000	3.00000	0.15000	2.22910	0.49580
5.00000	3.00000	0.20000	2.05080	0.38340
5.00000	3.00000	0.25000	1.88780	0.29980
5.00000	3.00000	0.30000	1.73820	0.23480
5.00000	3.00000	0.35000	1.60110	0.18600
5.00000	3.00000	0.40000	1.47560	0.14860
5.00000	3.00000	0.45000	1.36070	0.12070
5.00000	3.00000	0.50000	1.25540	0.09850
5.00000	3.00000	0.55000	1.15820	0.08150
5.00000	3.00000	0.60000	1.06900	0.06790
5.00000	3.00000	0.65000	0.98700	0.05680
5.00000	3.00000	0.70000	0.91190	0.04820
5.00000	3.00000	0.75000	0.84260	0.04100
5.00000	4.00000	0.00000	1.58400	0.81830
5.00000	4.00000	0.05000	1.46330	0.61290
5.00000	4.00000	0.10000	1.35220	0.45680
5.00000	4.00000	0.15000	1.24940	0.34000
5.00000	4.00000	0.20000	1.15490	0.25460
5.00000	4.00000	0.25000	1.06780	0.19060
5.00000	4.00000	0.30000	0.98750	0.14220
5.00000	4.00000	0.35000	0.91360	0.10670
5.00000	4.00000	0.40000	0.84520	0.07970
5.00000	4.00000	0.45000	0.78230	0.06010
5.00000	4.00000	0.50000	0.72410	0.04490
5.00000	4.00000	0.55000	0.67030	0.03430
5.00000	4.00000	0.60000	0.62090	0.02600
5.00000	4.00000	0.65000	0.57520	0.02010
5.00000	4.00000	0.70000	0.53320	0.01550
5.00000	4.00000	0.75000	0.49440	0.01230
5.00000	5.00000	0.00000	0.99030	0.74360
