  0.10230946E-05  0.55301730E-05
  0.19923925E-04  0.35894988E-04
  0.79222865E-04  0.85619985E-04
  0.19661552E-03  0.15173508E-03
  0.38758919E-03  0.23255418E-03
  0.66622920E-03  0.32689763E-03
  0.10455858E-02  0.43385032E-03
  0.15378795E-02  0.55265519E-03
  0.21546280E-02  0.68265765E-03
  0.29067319E-02  0.82327310E-03
  0.38045331E-02  0.97396649E-03
  0.48578575E-02  0.11342389E-02
  0.60760462E-02  0.13036180E-02
  0.74679781E-02  0.14816515E-02
  0.90420882E-02  0.16679025E-02
  0.10806380E-01  0.18619453E-02
  0.12768437E-01  0.20633631E-02
  0.14935428E-01  0.22717460E-02
  0.17314116E-01  0.24866887E-02
  0.19910858E-01  0.27077902E-02
  0.22731616E-01  0.29346521E-02
  0.25781951E-01  0.31668783E-02
  0.29067029E-01  0.34040742E-02
  0.32591625E-01  0.36458464E-02
  0.36360117E-01  0.38918026E-02
  0.40376494E-01  0.41415511E-02
  0.44644353E-01  0.43947007E-02
  0.49166899E-01  0.46508611E-02
  0.53946949E-01  0.49096423E-02
  0.58986927E-01  0.51706551E-02
  0.64288873E-01  0.54335110E-02
  0.69854434E-01  0.56978226E-02
  0.75684874E-01  0.59632034E-02
  0.81781069E-01  0.62292682E-02
  0.88143511E-01  0.64956332E-02
  0.94772308E-01  0.67619166E-02
  0.10166719E+00  0.70277382E-02
  0.10882751E+00  0.72927204E-02
  0.11625223E+00  0.75564877E-02
  0.12393995E+00  0.78186678E-02
  0.13188891E+00  0.80788911E-02
  0.14009696E+00  0.83367917E-02
  0.14856160E+00  0.85920070E-02
  0.15727996E+00  0.88441788E-02
  0.16624882E+00  0.90929528E-02
  0.17546461E+00  0.93379795E-02
  0.18492342E+00  0.95789144E-02
  0.19462097E+00  0.98154179E-02
  0.20455266E+00  0.10047156E-01
  0.21471358E+00  0.10273801E-01
  0.22509846E+00  0.10495031E-01
  0.23570173E+00  0.10710530E-01
  0.24651751E+00  0.10919990E-01
  0.25753960E+00  0.11123108E-01
  0.26876151E+00  0.11319591E-01
  0.28017647E+00  0.11509152E-01
  0.29177742E+00  0.11691511E-01
  0.30355700E+00  0.11866398E-01
  0.31550763E+00  0.12033550E-01
  0.32762144E+00  0.12192715E-01
  0.33989032E+00  0.12343646E-01
  0.35230591E+00  0.12486109E-01
  0.36485964E+00  0.12619877E-01
  0.37754270E+00  0.12744734E-01
  0.39034607E+00  0.12860473E-01
  0.40326054E+00  0.12966896E-01
  0.41627669E+00  0.13063819E-01
  0.42938495E+00  0.13151064E-01
  0.44257554E+00  0.13228466E-01
  0.45583855E+00  0.13295871E-01
  0.46916390E+00  0.13353135E-01
  0.48254139E+00  0.13400124E-01
  0.49596068E+00  0.13436718E-01
  0.50941133E+00  0.13462807E-01
  0.52288276E+00  0.13478291E-01
  0.53636434E+00  0.13483083E-01
  0.54984534E+00  0.13477108E-01
  0.56331495E+00  0.13460301E-01
  0.57676231E+00  0.13432611E-01
  0.59017653E+00  0.13393997E-01
  0.60354666E+00  0.13344430E-01
  0.61686173E+00  0.13283894E-01
  0.63011079E+00  0.13212384E-01
  0.64328285E+00  0.13129907E-01
  0.65636695E+00  0.13036481E-01
  0.66935217E+00  0.12932138E-01
  0.68222760E+00  0.12816919E-01
  0.69498240E+00  0.12690879E-01
  0.70760578E+00  0.12554085E-01
  0.72008701E+00  0.12406612E-01
  0.73241547E+00  0.12248551E-01
  0.74458062E+00  0.12080002E-01
  0.75657202E+00  0.11901077E-01
  0.76837935E+00  0.11711898E-01
  0.77999244E+00  0.11512599E-01
  0.79140122E+00  0.11303326E-01
  0.80259582E+00  0.11084235E-01
  0.81356648E+00  0.10855490E-01
  0.82430364E+00  0.10617270E-01
  0.83479792E+00  0.10369760E-01
  0.84504013E+00  0.10113159E-01
  0.85502128E+00  0.98476710E-02
  0.86473258E+00  0.95735140E-02
  0.87416549E+00  0.92909131E-02
  0.88331167E+00  0.90001030E-02
  0.89216304E+00  0.87013271E-02
  0.90071175E+00  0.83948374E-02
  0.90895023E+00  0.80808944E-02
  0.91687115E+00  0.77597663E-02
  0.92446746E+00  0.74317294E-02
  0.93173240E+00  0.70970672E-02
  0.93865948E+00  0.67560703E-02
  0.94524253E+00  0.64090363E-02
  0.95147564E+00  0.60562692E-02
  0.95735326E+00  0.56980791E-02
  0.96287010E+00  0.53347822E-02
  0.96802123E+00  0.49667000E-02
  0.97280201E+00  0.45941592E-02
  0.97720817E+00  0.42174916E-02
  0.98123573E+00  0.38370333E-02
  0.98488108E+00  0.34531249E-02
  0.98814095E+00  0.30661113E-02
  0.99101239E+00  0.26763420E-02
  0.99349283E+00  0.22841723E-02
  0.99558006E+00  0.18899688E-02
  0.99727222E+00  0.14941295E-02
  0.99856794E+00  0.10971916E-02
  0.99946672E+00  0.70085733E-03
