-3.5066784119811961e-01 -1.3452766966259435e+03 3.5066922305982845e-01 -1.3547316627922362e+03 -3.8663525801096330e+02 9.0010519181530526e+01 -9.0628981363072924e+01 -2.5269200378310593e+01 5.5301730000000003e-06 1.0230946000000001e-06
-3.5065458534420918e-01 -9.8006038400409557e+02 3.5068149596327325e-01 -9.8914377187447030e+02 -3.8657315441328103e+02 6.6137641988731559e+01 -6.6738805484483379e+01 -2.5266392912868675e+01 3.5894988000000002e-05 1.9923924999999999e-05
-3.5061299679656088e-01 -8.1067052985012640e+02 3.5072000062944908e-01 -8.1880530588330373e+02 -3.8637836394662241e+02 5.5057845818470724e+01 -5.5614555196343709e+01 -2.5257586676995544e+01 8.5619985000000003e-05 7.9222864999999994e-05
-3.5053066497029167e-01 -6.9963168353013668e+02 3.5079622737131444e-01 -7.0615882424301753e+02 -3.8599297303018778e+02 4.7785602029502876e+01 -4.8266523901650544e+01 -2.5240161366856352e+01 1.5173507999999999e-04 1.9661552000000001e-04
-3.5039672804706218e-01 -6.1729210663245863e+02 3.5092023257969973e-01 -6.2152120678694132e+02 -3.8536667618933643e+02 4.2382835619366539e+01 -4.2754811582227191e+01 -2.5211837180913786e+01 2.3255418000000001e-04 3.8758918999999998e-04
-3.5020130746563849e-01 -5.5217479531115089e+02 3.5110116229898786e-01 -5.5341212649251656e+02 -3.8445433219083901e+02 3.8099561158628802e+01 -3.8328910630498065e+01 -2.5170562372081051e+01 3.2689763000000001e-04 6.6622920000000002e-04
-3.4993525060130326e-01 -4.9861089870481391e+02 3.5134749046682029e-01 -4.9617775605641873e+02 -3.8321498340910318e+02 3.4565539540513868e+01 -3.4618918974087634e+01 -2.5114466500221312e+01 4.3385032000000002e-04 1.0455858000000000e-03
-3.4958998675679925e-01 -4.5337535101513089e+02 3.5166715224456824e-01 -4.4662107949548340e+02 -3.8161142171841846e+02 3.1570339139171899e+01 -3.1415354714334594e+01 -2.5041838880394554e+01 5.5265518999999999e-04 1.5378795000000000e-03
-3.4915743814160860e-01 -4.1445274831928771e+02 3.5206762643697292e-01 -4.0276445849312438e+02 -3.7961002015283378e+02 2.8982642687585411e+01 -2.8588310494891711e+01 -2.4951118334891110e+01 6.8265765000000004e-04 2.1546280000000000e-03
-3.4862995976034866e-01 -3.8049550209717989e+02 3.5255599114634295e-01 -3.6330550686344679e+02 -3.7718070285452433e+02 2.6714810011397130e+01 -2.6051911457278457e+01 -2.4840889611932095e+01 8.2327310000000005e-04 2.9067318999999999e-03
-3.4800029845468433e-01 -3.5055518928962903e+02 3.5313896169351078e-01 -3.2734678030548883e+02 -3.7429700347575590e+02 2.4705302658520960e+01 -2.3746664558657489e+01 -2.4709883445254860e+01 9.7396649000000004e-04 3.8045331000000002e-03
-3.4726156295623312e-01 -3.2393681053027518e+02 3.5382291834428520e-01 -2.9424875858018942e+02 -3.7093616504508014e+02 2.2909147188286131e+01 -2.1629863386212847e+01 -2.4556979381295562e+01 1.1342389000000000e-03 4.8578574999999999e-03
